Gender,Age,CGPA,Matriculation Percentage,Intermediate Percentage,Data Structures And Algorithm Marks,DBMS Marks,Number of backlogs,Number of Reappears,History of Reappear/Backlogs,Programming proficiency,GitHub total repositories,GitHub commits/month,Experience with frameworks,English proficiency,Coding practice hours/week,Aptitude score,Attandance,Recommended Career
Female,21,4.2,76.0,82.0,78.0,80.0,1.0,0.0,Keen on web development.,Intermediate,8.0,20.0,Node,Good,20.0,35.0,50.0,Software Engineer
Male,19,5.1,93.0,95.0,95.0,98.0,0.0,0.0,Passionate about machine learning.,Advanced,18.0,55.0,Django,Excellent,35.0,48.0,58.0,Software Engineer
Female,22,3.8,70.0,75.0,65.0,70.0,2.0,1.0,Exploring cloud computing.,Beginner,3.0,5.0,"Transformers (HuggingFace), spaCy, NLTK",Average,10.0,28.0,45.0,Software Engineer
Male,23,4.5,82.0,88.0,80.0,85.0,0.0,0.0,Focused on data science.,Intermediate,10.0,30.0,Angular,Good,25.0,40.0,52.0,Software Engineer
Female,20,5.0,90.0,93.0,92.0,95.0,0.0,0.0,Interested in AI research.,Advanced,15.0,50.0,React,Excellent,32.0,45.0,57.0,Software Engineer
Male,21,3.6,68.0,72.0,60.0,65.0,3.0,2.0,Learning mobile app development.,Beginner,2.0,3.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,8.0,25.0,42.0,Software Engineer
Female,19,4.7,85.0,90.0,82.0,88.0,0.0,0.0,Exploring cybersecurity.,Intermediate,9.0,28.0,Node,Good,22.0,38.0,49.0,Software Engineer
Male,22,4.3,78.0,85.0,75.0,82.0,1.0,0.0,Passionate about game development.,Intermediate,7.0,18.0,Unity,Average,18.0,32.0,47.0,Software Engineer
Female,23,3.9,72.0,78.0,68.0,72.0,2.0,1.0,Keen on UI/UX design.,Beginner,4.0,7.0,"Transformers (HuggingFace), spaCy, NLTK",Good,12.0,29.0,44.0,Software Engineer
Male,20,4.9,89.0,94.0,88.0,92.0,0.0,0.0,Interested in full-stack development.,Advanced,13.0,48.0,Django,Excellent,33.0,46.0,56.0,Software Engineer
Female,21,4.1,75.0,80.0,72.0,78.0,1.0,0.0,Exploring database management.,Intermediate,6.0,15.0,"Transformers (HuggingFace), spaCy, NLTK",Average,15.0,30.0,48.0,Software Engineer
Male,19,5.2,94.0,96.0,96.0,99.0,0.0,0.0,Passionate about distributed systems.,Advanced,19.0,58.0,React,Excellent,37.0,49.0,59.0,Software Engineer
Female,22,3.7,69.0,74.0,62.0,68.0,3.0,2.0,Learning DevOps.,Beginner,1.0,2.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,7.0,24.0,41.0,Software Engineer
Male,23,4.6,83.0,89.0,79.0,84.0,0.0,0.0,Focused on cloud architecture.,Intermediate,11.0,33.0,Angular,Good,26.0,41.0,53.0,Software Engineer
Female,20,5.1,91.0,94.0,93.0,96.0,0.0,0.0,Interested in deep learning.,Advanced,16.0,52.0,Node,Excellent,34.0,47.0,58.0,Software Engineer
Male,21,3.5,67.0,71.0,58.0,63.0,4.0,3.0,Learning network security.,Beginner,0.0,0.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,6.0,23.0,40.0,Software Engineer
Female,19,4.8,86.0,91.0,84.0,89.0,0.0,0.0,Exploring blockchain technology.,Intermediate,8.0,25.0,React,Good,21.0,37.0,49.0,Software Engineer
Male,22,4.4,79.0,86.0,76.0,83.0,1.0,0.0,Passionate about ethical hacking.,Intermediate,6.0,16.0,"Transformers (HuggingFace), spaCy, NLTK",Average,17.0,31.0,46.0,Software Engineer
Female,23,4.0,73.0,79.0,70.0,74.0,2.0,1.0,Keen on data visualization.,Beginner,3.0,6.0,"Transformers (HuggingFace), spaCy, NLTK",Good,11.0,28.0,43.0,Software Engineer
Male,20,5.0,90.0,93.0,91.0,94.0,0.0,0.0,Interested in quantum computing.,Advanced,14.0,49.0,Django,Excellent,31.0,44.0,57.0,Software Engineer
Female,21,4.2,77.0,83.0,74.0,79.0,1.0,0.0,Exploring mobile development.,Intermediate,5.0,14.0,React Native,Average,14.0,29.0,47.0,Software Engineer
Male,19,5.3,95.0,97.0,97.0,100.0,0.0,0.0,Passionate about AI ethics.,Advanced,20.0,60.0,Node,Excellent,40.0,50.0,60.0,Software Engineer
Female,22,3.9,71.0,77.0,66.0,71.0,2.0,1.0,Keen on IoT.,Beginner,2.0,4.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,9.0,26.0,42.0,Web Developer
Male,23,4.7,84.0,90.0,81.0,86.0,0.0,0.0,Focused on Big Data.,Intermediate,10.0,32.0,Angular,Good,24.0,39.0,51.0,Software Engineer
Male,20,4.8,92.0,90.0,88.0,92.0,0.0,0.0,Interested in competitive coding,Advanced,12.0,35.0,React,Excellent,25.0,42.0,52.0,Software Engineer
Female,19,5.1,95.0,93.0,95.0,90.0,0.0,0.0,Passionate about web development,Advanced,18.0,50.0,Node,Excellent,30.0,45.0,55.0,Software Engineer
Male,21,4.2,85.0,88.0,75.0,80.0,1.0,1.0,Interested in data science,Intermediate,5.0,15.0,"Transformers (HuggingFace), spaCy, NLTK",Good,15.0,30.0,48.0,Software Engineer
Female,20,4.5,90.0,89.0,82.0,85.0,0.0,0.0,Exploring machine learning,Intermediate,8.0,25.0,Django,Good,20.0,35.0,50.0,Software Engineer
Male,22,3.8,80.0,82.0,65.0,70.0,2.0,2.0,Working on improving programming skills,Beginner,2.0,5.0,"Transformers (HuggingFace), spaCy, NLTK",Average,10.0,25.0,45.0,Software Engineer
Female,21,4.9,93.0,91.0,90.0,93.0,0.0,0.0,Aiming for a career in AI,Advanced,15.0,40.0,Angular,Excellent,28.0,40.0,53.0,Software Engineer
Male,20,4.0,82.0,85.0,70.0,75.0,1.0,0.0,Learning full-stack development,Intermediate,6.0,18.0,React,Average,12.0,28.0,47.0,Software Engineer
Female,19,5.2,96.0,94.0,93.0,96.0,0.0,0.0,Keen on software engineering,Advanced,19.0,55.0,Node,Excellent,35.0,48.0,57.0,Software Engineer
Male,23,3.6,78.0,80.0,60.0,65.0,3.0,1.0,Trying to clear backlogs,Beginner,1.0,3.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,8.0,20.0,42.0,Software Engineer
Female,22,4.7,91.0,87.0,85.0,88.0,0.0,1.0,Focused on cloud computing,Intermediate,10.0,30.0,Django,Good,22.0,38.0,51.0,Software Engineer
Male,21,4.3,86.0,84.0,78.0,82.0,1.0,0.0,Interested in cybersecurity,Intermediate,7.0,20.0,"Transformers (HuggingFace), spaCy, NLTK",Average,17.0,32.0,49.0,Software Engineer
Female,20,5.0,94.0,92.0,91.0,94.0,0.0,0.0,Passionate about mobile development,Advanced,16.0,45.0,React Native,Excellent,32.0,43.0,54.0,Software Engineer
Male,24,3.9,81.0,83.0,68.0,72.0,2.0,0.0,Hoping to improve CGPA,Beginner,3.0,8.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,9.0,23.0,44.0,Web Developer
Female,21,4.6,89.0,86.0,83.0,86.0,0.0,0.0,Exploring data analysis,Intermediate,9.0,27.0,Angular,Good,21.0,37.0,50.0,Software Engineer
Male,19,5.3,97.0,95.0,96.0,91.0,0.0,0.0,Excels in coding competitions,Advanced,20.0,60.0,React,Excellent,40.0,49.0,59.0,Software Engineer
Female,23,3.7,79.0,81.0,62.0,67.0,3.0,2.0,Working on fundamentals,Beginner,0.0,2.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,7.0,19.0,41.0,Software Engineer
Male,20,4.4,87.0,88.0,79.0,83.0,1.0,0.0,Learning backend development,Intermediate,6.0,19.0,Node,Average,16.0,31.0,48.0,Software Engineer
Female,22,4.8,92.0,90.0,89.0,92.0,0.0,0.0,Interested in UI/UX design,Advanced,13.0,37.0,React,Excellent,26.0,41.0,52.0,Software Engineer
Male,21,4.1,84.0,83.0,73.0,78.0,1.0,1.0,Focusing on DSA concepts,Intermediate,4.0,12.0,"Transformers (HuggingFace), spaCy, NLTK",Average,13.0,29.0,46.0,Software Engineer
Female,19,5.4,98.0,96.0,97.0,93.0,0.0,0.0,Aspiring to be a software architect,Advanced,20.0,58.0,Angular,Excellent,38.0,47.0,56.0,Software Engineer
Male,25,3.5,77.0,79.0,58.0,63.0,4.0,3.0,Trying to clear all subjects,Beginner,0.0,1.0,"Transformers (HuggingFace), spaCy, NLTK",Poor,6.0,18.0,40.0,Software Engineer
Female,20,4.7,90.0,89.0,86.0,89.0,0.0,0.0,Exploring cloud technologies,Intermediate,11.0,32.0,Django,Good,23.0,39.0,51.0,Software Engineer
Male,22,4.2,85.0,87.0,76.0,81.0,1.0,0.0,Interested in mobile app development,Intermediate,5.0,17.0,React Native,Average,14.0,30.0,47.0,Software Engineer
Female,21,5.5,99.0,97.0,98.0,95.0,0.0,0.0,Aiming to be a research scientist,Advanced,20.0,59.0,Node,Excellent,39.0,50.0,60.0,Software Engineer
Male,23,3.8,80.0,82.0,66.0,71.0,2.0,1.0,Trying to improve coding skills,Beginner,2.0,7.0,"Pandas, NumPy, Dask, Polars",Poor,11.0,24.0,43.0,Software Engineer
Male,20,4.8,85.0,92.0,78.0,85.0,0.0,0.0,Active in coding competitions,Intermediate,8.0,25.0,React,Good,20.0,35.0,55.0,Software Engineer
Female,19,5.2,91.0,95.0,92.0,88.0,0.0,0.0,Interested in web development,Advanced,12.0,40.0,Node,Excellent,28.0,42.0,58.0,Software Engineer
Male,21,3.9,78.0,82.0,65.0,72.0,2.0,1.0,Struggling with algorithms,Beginner,2.0,5.0,"Pandas, NumPy, Dask, Polars",Average,8.0,20.0,48.0,AI/ML Engineer
Female,20,4.5,88.0,90.0,82.0,79.0,1.0,0.0,Passionate about data science,Intermediate,5.0,15.0,Django,Good,15.0,30.0,52.0,Software Engineer
Male,22,3.7,75.0,79.0,58.0,68.0,3.0,2.0,Focusing on passing exams,Beginner,1.0,2.0,"Pandas, NumPy, Dask, Polars",Average,5.0,15.0,45.0,Software Engineer
Female,19,5.0,90.0,93.0,89.0,91.0,0.0,0.0,Enjoys competitive programming,Advanced,15.0,50.0,React,Excellent,35.0,45.0,59.0,Software Engineer
Male,21,4.2,82.0,85.0,70.0,75.0,1.0,0.0,Exploring different fields,Intermediate,7.0,20.0,Angular,Good,18.0,32.0,54.0,Software Engineer
Female,20,4.7,89.0,91.0,85.0,82.0,0.0,0.0,Learning mobile app development,Intermediate,9.0,30.0,React Native,Good,25.0,38.0,57.0,Software Engineer
Male,23,3.6,72.0,77.0,55.0,65.0,4.0,3.0,Needs improvement in coding,Beginner,0.0,0.0,"Pandas, NumPy, Dask, Polars",Poor,3.0,10.0,42.0,Software Engineer
Female,18,5.3,92.0,96.0,95.0,90.0,0.0,0.0,Keen interest in AI,Advanced,18.0,55.0,TensorFlow,Excellent,40.0,48.0,60.0,Software Engineer
Male,20,4.9,87.0,94.0,80.0,87.0,0.0,0.0,Interested in cybersecurity,Intermediate,10.0,35.0,Node,Good,22.0,37.0,56.0,Software Engineer
Female,21,4.4,85.0,88.0,75.0,77.0,1.0,0.0,Studying cloud computing,Intermediate,6.0,18.0,AWS,Good,16.0,31.0,53.0,Software Engineer
Male,22,3.8,76.0,80.0,60.0,70.0,3.0,1.0,Trying to catch up with course,Beginner,1.0,3.0,"Pandas, NumPy, Dask, Polars",Average,6.0,14.0,46.0,Software Engineer
Female,19,5.1,91.0,94.0,90.0,89.0,0.0,0.0,Building personal projects,Advanced,14.0,45.0,Django,Excellent,32.0,44.0,58.0,Software Engineer
Male,20,4.6,86.0,93.0,83.0,80.0,0.0,0.0,Exploring data structures,Intermediate,7.0,22.0,React,Good,19.0,33.0,55.0,Software Engineer
Female,23,3.5,70.0,75.0,50.0,60.0,5.0,2.0,Needs extra help in programming,Beginner,0.0,0.0,"Pandas, NumPy, Dask, Polars",Poor,2.0,8.0,40.0,Software Engineer
Male,18,5.4,93.0,97.0,96.0,92.0,0.0,0.0,Aspiring to be a software engineer,Advanced,19.0,60.0,Spring,Excellent,38.0,49.0,60.0,Software Engineer
Female,20,4.3,84.0,87.0,72.0,74.0,1.0,0.0,Focus on front-end development,Intermediate,5.0,16.0,Angular,Good,17.0,30.0,52.0,Software Engineer
Male,21,4.0,80.0,83.0,67.0,73.0,2.0,1.0,Improving programming skills,Beginner,3.0,7.0,"Pandas, NumPy, Dask, Polars",Average,9.0,21.0,49.0,AI/ML Engineer
Female,22,4.8,88.0,92.0,86.0,83.0,0.0,0.0,Enjoying machine learning,Intermediate,11.0,38.0,TensorFlow,Good,26.0,39.0,57.0,Software Engineer
Male,19,5.5,94.0,98.0,98.0,94.0,0.0,0.0,Deep learning enthusiast,Advanced,20.0,58.0,PyTorch,Excellent,40.0,50.0,60.0,Software Engineer
Female,20,4.1,81.0,84.0,68.0,71.0,2.0,1.0,Working on improving grades,Beginner,2.0,4.0,"Pandas, NumPy, Dask, Polars",Average,7.0,18.0,47.0,Web Developer
Male,21,3.9,77.0,81.0,62.0,69.0,3.0,2.0,Struggling with database concepts,Beginner,0.0,1.0,"Pandas, NumPy, Dask, Polars",Poor,4.0,12.0,43.0,Software Engineer
Female,22,4.7,89.0,90.0,84.0,81.0,0.0,0.0,Interested in full-stack development,Intermediate,8.0,28.0,MERN,Good,24.0,36.0,56.0,Software Engineer
Male,20,5.0,90.0,93.0,88.0,90.0,0.0,0.0,Exploring blockchain technology,Advanced,13.0,42.0,Solidity,Excellent,30.0,43.0,59.0,Software Engineer
Male,20,4.8,92.0,90.0,85.0,90.0,0.0,0.0,Interested in competitive programming.,Intermediate,8.0,35.0,React,Good,25.0,40.0,55.0,Software Engineer
Female,21,5.2,95.0,93.0,92.0,95.0,0.0,0.0,Passionate about web development.,Advanced,15.0,50.0,Node,Excellent,35.0,45.0,58.0,Software Engineer
Male,19,3.9,78.0,75.0,60.0,65.0,2.0,1.0,Struggling with data structures.,Beginner,2.0,10.0,"Pandas, NumPy, Dask, Polars",Average,10.0,25.0,45.0,Software Engineer
Female,22,4.5,88.0,85.0,75.0,80.0,1.0,0.0,Keen on exploring machine learning.,Intermediate,5.0,20.0,Django,Good,20.0,35.0,50.0,Software Engineer
Male,20,4.2,82.0,80.0,70.0,72.0,0.0,0.0,Focusing on database management.,Intermediate,3.0,15.0,"Pandas, NumPy, Dask, Polars",Average,15.0,30.0,48.0,Software Engineer
Female,21,5.0,93.0,91.0,88.0,92.0,0.0,0.0,Aspiring software engineer.,Advanced,12.0,40.0,Angular,Excellent,30.0,42.0,57.0,Software Engineer
Male,23,3.7,75.0,72.0,55.0,60.0,3.0,2.0,Difficulty in understanding algorithms.,Beginner,1.0,5.0,"Pandas, NumPy, Dask, Polars",Poor,5.0,20.0,42.0,Software Engineer
Female,19,4.7,90.0,88.0,82.0,85.0,0.0,0.0,Interested in cybersecurity.,Intermediate,7.0,30.0,React,Good,22.0,38.0,53.0,Software Engineer
Male,22,4.0,80.0,78.0,65.0,70.0,1.0,1.0,Trying to improve programming skills.,Beginner,2.0,8.0,"Pandas, NumPy, Dask, Polars",Average,12.0,28.0,47.0,Software Engineer
Female,20,5.3,96.0,94.0,94.0,96.0,0.0,0.0,Passionate about artificial intelligence.,Advanced,18.0,55.0,Node,Excellent,38.0,47.0,59.0,Software Engineer
Male,21,3.6,72.0,70.0,50.0,55.0,4.0,3.0,Needs more focus on studies.,Beginner,0.0,2.0,"Pandas, NumPy, Dask, Polars",Poor,3.0,18.0,40.0,Software Engineer
Female,22,4.6,89.0,87.0,78.0,82.0,0.0,0.0,Exploring data science opportunities.,Intermediate,6.0,25.0,Django,Good,21.0,36.0,52.0,Software Engineer
Male,19,4.1,81.0,79.0,68.0,71.0,0.0,0.0,Learning mobile app development.,Intermediate,4.0,12.0,"Pandas, NumPy, Dask, Polars",Average,14.0,29.0,49.0,Software Engineer
Female,23,5.1,94.0,92.0,91.0,94.0,0.0,0.0,Aspiring to be a data scientist.,Advanced,14.0,45.0,Angular,Excellent,33.0,44.0,56.0,Software Engineer
Male,20,3.8,76.0,74.0,58.0,63.0,2.0,1.0,Working on improving coding skills.,Beginner,1.0,7.0,"Pandas, NumPy, Dask, Polars",Average,9.0,23.0,44.0,AI/ML Engineer
Female,21,4.9,91.0,89.0,86.0,89.0,0.0,0.0,Interested in cloud computing.,Intermediate,9.0,32.0,React,Good,24.0,39.0,54.0,Software Engineer
Male,22,4.3,83.0,81.0,71.0,74.0,1.0,0.0,Focusing on web development.,Intermediate,3.0,17.0,"Pandas, NumPy, Dask, Polars",Average,16.0,31.0,46.0,Software Engineer
Female,19,5.4,97.0,95.0,95.0,97.0,0.0,0.0,Passionate about machine learning.,Advanced,19.0,58.0,Node,Excellent,39.0,48.0,57.0,Software Engineer
Male,23,3.5,70.0,68.0,45.0,50.0,5.0,3.0,Needs serious improvement.,Beginner,0.0,1.0,"Pandas, NumPy, Dask, Polars",Poor,2.0,17.0,41.0,Software Engineer
Female,20,4.8,90.0,88.0,83.0,86.0,0.0,0.0,Exploring full-stack development.,Intermediate,7.0,28.0,Django,Good,23.0,37.0,51.0,Software Engineer
Male,21,4.4,84.0,82.0,73.0,76.0,0.0,0.0,Learning about system design.,Intermediate,4.0,14.0,"Pandas, NumPy, Dask, Polars",Average,17.0,32.0,47.0,Software Engineer
Female,22,5.2,95.0,93.0,93.0,95.0,0.0,0.0,Aspiring to be a software architect.,Advanced,16.0,52.0,Angular,Excellent,34.0,46.0,58.0,Software Engineer
Male,19,3.9,77.0,75.0,57.0,62.0,2.0,1.0,Struggling to keep up with coursework.,Beginner,2.0,9.0,"Pandas, NumPy, Dask, Polars",Poor,11.0,24.0,43.0,Software Engineer
Female,23,4.7,89.0,87.0,80.0,84.0,0.0,0.0,Interested in database technologies.,Intermediate,6.0,26.0,React,Good,22.0,35.0,50.0,Software Engineer
Male,20,4.0,79.0,77.0,63.0,68.0,1.0,0.0,Focusing on improving grades.,Beginner,3.0,13.0,"Pandas, NumPy, Dask, Polars",Average,13.0,27.0,45.0,Software Engineer
Male,21,4.8,88.0,92.0,85.0,90.0,0.0,0.0,Placed in Coding Competition,Intermediate,8.0,25.0,React,Good,20.0,38.0,55.0,Software Engineer
Female,20,5.2,95.0,98.0,92.0,95.0,0.0,0.0,Interested in Open Source,Advanced,15.0,45.0,Node,Excellent,30.0,42.0,58.0,Software Engineer
Male,22,3.9,75.0,80.0,65.0,70.0,2.0,1.0,Struggles with Time Management,Beginner,3.0,10.0,"Pandas, NumPy, Dask, Polars",Average,10.0,25.0,48.0,Software Engineer
Female,19,4.5,82.0,85.0,78.0,82.0,0.0,0.0,Attentive in Class,Intermediate,6.0,20.0,Django,Good,15.0,35.0,52.0,Software Engineer
Male,23,3.6,70.0,72.0,55.0,60.0,3.0,2.0,Procrastinates Often,Beginner,1.0,5.0,"Pandas, NumPy, Dask, Polars",Poor,5.0,20.0,45.0,Software Engineer
Female,21,5.0,90.0,93.0,88.0,92.0,0.0,0.0,Actively Participates in Hackathons,Advanced,12.0,35.0,Angular,Excellent,25.0,40.0,57.0,Software Engineer
Male,20,4.2,78.0,82.0,70.0,75.0,1.0,0.0,Difficulty Understanding Concepts,Intermediate,5.0,15.0,React,Average,12.0,30.0,50.0,Software Engineer
Female,22,3.8,72.0,75.0,60.0,65.0,2.0,1.0,Lacks Confidence,Beginner,2.0,8.0,"Pandas, NumPy, Dask, Polars",Average,8.0,22.0,47.0,AI/ML Engineer
Male,19,4.7,85.0,88.0,82.0,87.0,0.0,0.0,Excellent Problem-Solving Skills,Intermediate,9.0,28.0,Node,Good,22.0,37.0,54.0,Software Engineer
Female,23,5.3,96.0,99.0,95.0,98.0,0.0,0.0,Passionate About Machine Learning,Advanced,18.0,50.0,Django,Excellent,35.0,45.0,59.0,Software Engineer
Male,21,4.0,76.0,81.0,68.0,72.0,1.0,0.0,Needs to Improve Focus,Intermediate,4.0,12.0,"Pandas, NumPy, Dask, Polars",Average,11.0,28.0,49.0,Software Engineer
Female,20,4.6,83.0,86.0,79.0,83.0,0.0,0.0,Consistent Effort,Intermediate,7.0,23.0,React,Good,18.0,36.0,53.0,Software Engineer
Male,22,3.7,71.0,73.0,58.0,62.0,3.0,2.0,Misses Classes Often,Beginner,0.0,3.0,"Pandas, NumPy, Dask, Polars",Poor,4.0,19.0,44.0,Software Engineer
Female,19,4.4,81.0,84.0,75.0,80.0,0.0,0.0,Good Communication Skills,Intermediate,5.0,18.0,Angular,Average,14.0,33.0,51.0,Software Engineer
Male,23,5.1,91.0,94.0,90.0,93.0,0.0,0.0,Strong Analytical Abilities,Advanced,13.0,40.0,Node,Excellent,28.0,41.0,56.0,Software Engineer
Female,21,3.9,74.0,78.0,63.0,68.0,2.0,1.0,Struggles with Deadlines,Beginner,1.0,6.0,"Pandas, NumPy, Dask, Polars",Average,7.0,21.0,46.0,Software Engineer
Male,20,4.8,86.0,89.0,83.0,88.0,0.0,0.0,Quick Learner,Intermediate,10.0,30.0,Django,Good,24.0,39.0,55.0,Software Engineer
Female,22,5.4,97.0,100.0,96.0,99.0,0.0,0.0,Exceptional Problem Solver,Advanced,19.0,55.0,React,Excellent,38.0,46.0,60.0,Software Engineer
Male,19,4.1,77.0,80.0,69.0,73.0,1.0,0.0,Needs More Practice,Intermediate,3.0,11.0,"Pandas, NumPy, Dask, Polars",Average,10.0,29.0,48.0,Software Engineer
Female,23,4.9,89.0,92.0,86.0,91.0,0.0,0.0,Highly Motivated,Intermediate,11.0,33.0,Angular,Good,26.0,40.0,57.0,Software Engineer
Male,21,3.5,69.0,71.0,50.0,55.0,5.0,3.0,Difficulty Grasping Concepts,Beginner,0.0,2.0,"Pandas, NumPy, Dask, Polars",Poor,3.0,18.0,43.0,Software Engineer
Female,20,4.3,80.0,83.0,73.0,78.0,0.0,0.0,Asks Good Questions,Intermediate,4.0,16.0,React,Average,13.0,32.0,50.0,Software Engineer
Male,22,5.5,98.0,99.0,98.0,100.0,0.0,0.0,Outstanding Performance,Advanced,20.0,60.0,Node,Excellent,40.0,50.0,60.0,Software Engineer
Female,18,4.0,75.0,79.0,65.0,70.0,1.0,0.0,Lacks Initiative,Beginner,2.0,7.0,"Pandas, NumPy, Dask, Polars",Average,9.0,23.0,47.0,AI/ML Engineer
Male,24,4.7,84.0,87.0,80.0,85.0,0.0,0.0,Good Team Player,Intermediate,8.0,26.0,Django,Good,21.0,37.0,53.0,Software Engineer
Male,20,4.8,85.0,88.0,92.0,88.0,0.0,0.0,Consistently performed well in data structures.,Advanced,12.0,45.0,React,Excellent,35.0,42.0,55.0,Software Engineer
Female,19,5.2,92.0,95.0,95.0,90.0,0.0,0.0,Actively participated in coding competitions.,Advanced,18.0,55.0,Node,Excellent,40.0,48.0,58.0,Software Engineer
Male,21,4.0,78.0,80.0,75.0,70.0,2.0,1.0,Struggled with algorithms in the beginning.,Intermediate,5.0,20.0,"Pandas, NumPy, Dask, Polars",Average,20.0,30.0,50.0,Software Engineer
Female,20,4.5,82.0,85.0,85.0,80.0,1.0,0.0,Improved significantly after focusing on DBMS.,Intermediate,8.0,30.0,Django,Good,25.0,35.0,53.0,Software Engineer
Male,22,3.8,75.0,77.0,68.0,65.0,3.0,2.0,Faced challenges in understanding pointers.,Beginner,2.0,10.0,"Pandas, NumPy, Dask, Polars",Average,15.0,25.0,48.0,Software Engineer
Female,19,5.0,88.0,90.0,90.0,85.0,0.0,0.0,Demonstrated strong problem-solving skills.,Advanced,15.0,50.0,Angular,Excellent,38.0,45.0,57.0,Software Engineer
Male,21,4.2,80.0,82.0,78.0,75.0,1.0,1.0,Worked hard to overcome initial difficulties.,Intermediate,6.0,25.0,"Pandas, NumPy, Dask, Polars",Good,22.0,32.0,51.0,Software Engineer
Female,20,4.7,85.0,87.0,87.0,82.0,0.0,0.0,Consistently excelled in database management.,Advanced,10.0,40.0,React,Excellent,33.0,40.0,56.0,Software Engineer
Male,22,3.9,76.0,78.0,70.0,68.0,2.0,1.0,Improved through consistent practice.,Intermediate,4.0,15.0,"Pandas, NumPy, Dask, Polars",Average,18.0,28.0,49.0,Software Engineer
Female,19,5.1,90.0,92.0,93.0,88.0,0.0,0.0,Showed exceptional aptitude for programming.,Advanced,17.0,52.0,Node,Excellent,39.0,47.0,59.0,Software Engineer
Male,21,4.1,79.0,81.0,73.0,72.0,1.0,0.0,Worked steadily to improve his coding skills.,Intermediate,7.0,28.0,"Pandas, NumPy, Dask, Polars",Good,23.0,33.0,52.0,Software Engineer
Female,20,4.6,83.0,86.0,86.0,81.0,0.0,0.0,Excelled in both data structures and algorithms.,Advanced,9.0,35.0,Django,Excellent,34.0,41.0,57.0,Software Engineer
Male,23,3.7,74.0,76.0,65.0,63.0,4.0,3.0,Struggled with maintaining consistency.,Beginner,1.0,8.0,"Pandas, NumPy, Dask, Polars",Poor,12.0,22.0,47.0,Software Engineer
Female,18,5.3,93.0,96.0,96.0,92.0,0.0,0.0,Passionate about machine learning and AI.,Advanced,19.0,58.0,Angular,Excellent,40.0,49.0,60.0,Software Engineer
Male,22,4.3,81.0,83.0,79.0,76.0,1.0,1.0,Gradually improved his understanding of concepts.,Intermediate,5.0,22.0,"Pandas, NumPy, Dask, Polars",Good,24.0,34.0,53.0,Software Engineer
Female,20,4.8,86.0,89.0,89.0,84.0,0.0,0.0,Demonstrated a strong grasp of object-oriented programming.,Advanced,11.0,42.0,React,Excellent,36.0,43.0,58.0,Software Engineer
Male,21,4.0,77.0,79.0,71.0,70.0,2.0,1.0,Faced challenges in debugging complex code.,Intermediate,3.0,13.0,"Pandas, NumPy, Dask, Polars",Average,17.0,27.0,48.0,Software Engineer
Female,19,5.0,89.0,91.0,92.0,87.0,0.0,0.0,Showed exceptional problem-solving capabilities.,Advanced,16.0,51.0,Node,Excellent,37.0,46.0,59.0,Software Engineer
Male,22,3.6,73.0,75.0,63.0,60.0,5.0,3.0,Struggled with maintaining focus and motivation.,Beginner,0.0,5.0,"Pandas, NumPy, Dask, Polars",Poor,10.0,20.0,45.0,Software Engineer
Female,18,5.4,94.0,97.0,97.0,93.0,0.0,0.0,Eager to learn and contribute to the field of AI.,Advanced,20.0,60.0,Angular,Excellent,40.0,50.0,60.0,Software Engineer
Male,21,4.4,82.0,84.0,80.0,77.0,1.0,1.0,Improved steadily through consistent effort.,Intermediate,6.0,24.0,"Pandas, NumPy, Dask, Polars",Good,21.0,31.0,52.0,Software Engineer
Female,20,4.9,87.0,90.0,90.0,85.0,0.0,0.0,Excels in data analysis and visualization.,Advanced,12.0,44.0,Django,Excellent,35.0,42.0,56.0,Software Engineer
Male,23,3.5,72.0,74.0,60.0,58.0,5.0,3.0,Struggled with theoretical concepts.,Beginner,0.0,3.0,"Pandas, NumPy, Dask, Polars",Poor,8.0,18.0,43.0,Software Engineer
